session_id,participant_id,status,started_datetime,completed_date_time,time_taken,age,num_approvals,num_rejections,prolific_score,reviewed_at_datetime,entered_code,Country of Birth,Current Country of Residence,Employment Status,First Language,Nationality,Sex,Student Status
5f59f361d6a12c020f242d0d,masked_for_anonoymity,APPROVED,2020-09-10T09:35:32.894Z,2020-09-10T09:50:22.837Z,889.943,29,244,3,99,2020-09-11T07:55:35.857Z,807F37DE,United Kingdom,United Kingdom,DATA EXPIRED,English,United Kingdom,Female,DATA EXPIRED
5f59f3a6c73444027f4aea05,masked_for_anonoymity,APPROVED,2020-09-10T09:36:49.038Z,2020-09-10T10:14:22.832Z,2253.794,39,87,0,100,2020-09-11T07:55:38.124Z,807F37DE,United Kingdom,United Kingdom,DATA EXPIRED,English,United Kingdom,Female,DATA EXPIRED
5f59f3ac5259ed0218e93313,masked_for_anonoymity,APPROVED,2020-09-10T09:36:47.550Z,2020-09-10T10:12:49.144Z,2161.594,50,885,5,100,2020-09-11T07:55:40.305Z,807F37DE,United Kingdom,United Kingdom,DATA EXPIRED,English,United Kingdom,Female,DATA EXPIRED
5f59f3bc9b6b8302754c5021,masked_for_anonoymity,APPROVED,2020-09-10T09:39:00.519Z,2020-09-10T09:54:05.845Z,905.326,24,98,3,99,2020-09-11T07:55:42.888Z,807F37DE,United Kingdom,United Kingdom,Full-Time,English,United Kingdom,Female,No
5f59f3d0b7b0dc0287e2deb4,masked_for_anonoymity,APPROVED,2020-09-10T09:37:26.542Z,2020-09-10T10:06:23.551Z,1737.009,47,19,0,100,2020-09-11T07:55:45.105Z,807F37DE,United Kingdom,United Kingdom,DATA EXPIRED,English,United Kingdom,Male,DATA EXPIRED
5f59f3d0ce8ed80220da14f4,masked_for_anonoymity,APPROVED,2020-09-10T09:37:26.640Z,2020-09-10T09:59:40.967Z,1334.327,28,104,5,95,2020-09-11T07:55:47.170Z,807F37DE,United Kingdom,United Kingdom,DATA EXPIRED,English,United Kingdom,Female,DATA EXPIRED
5f59f3d62be30c02768fe851,masked_for_anonoymity,APPROVED,2020-09-10T09:37:28.338Z,2020-09-10T09:58:35.250Z,1266.912,28,362,2,100,2020-09-11T07:55:49.296Z,807F37DE,United Kingdom,United Kingdom,"Not in paid work (e.g. homemaker', 'retired or disabled)",English,United Kingdom,Female,No
5f59f3dca6fc860229949230,masked_for_anonoymity,APPROVED,2020-09-10T09:37:35.359Z,2020-09-10T09:47:39.690Z,604.331,27,247,1,100,2020-09-11T07:55:51.626Z,807F37DE,United Kingdom,United Kingdom,DATA EXPIRED,English,United Kingdom,Female,DATA EXPIRED
5f59f3e1ce8787027169ecba,masked_for_anonoymity,TIMED-OUT,2020-09-10T09:37:40.391Z,,34313025.274263,50,5,0,100,,"",United Kingdom,United Kingdom,DATA EXPIRED,English,United Kingdom,Female,DATA EXPIRED
5f59f4024d5123021321f0ae,masked_for_anonoymity,APPROVED,2020-09-10T09:38:10.508Z,2020-09-10T09:55:41.112Z,1050.604,35,192,5,97,2020-09-11T07:55:53.516Z,807F37DE,United Kingdom,United Kingdom,DATA EXPIRED,English,Ireland,Male,DATA EXPIRED
5f59f42cfeaaf90219a5fe4b,masked_for_anonoymity,APPROVED,2020-09-10T09:38:52.755Z,2020-09-10T10:09:12.193Z,1819.438,53,609,20,95,2020-09-11T07:55:55.705Z,807F37DE,United Kingdom,United Kingdom,DATA EXPIRED,French,United Kingdom,Female,DATA EXPIRED
5f59f4478ae8ac0278ef5b20,masked_for_anonoymity,RETURNED,2020-09-10T09:39:24.580Z,,34312921.154676,36,174,1,100,,"",CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
5f59f45a84c0b102c44ff337,masked_for_anonoymity,APPROVED,2020-09-10T09:39:41.260Z,2020-09-10T09:59:40.828Z,1199.568,30,344,4,99,2020-09-11T07:55:58.253Z,807F37DE,United States,United Kingdom,DATA EXPIRED,English,United States,Female,DATA EXPIRED
5f59f46246d14202bed052a6,masked_for_anonoymity,APPROVED,2020-09-10T09:39:50.355Z,2020-09-10T09:58:06.395Z,1096.04,34,49,3,95,2020-09-11T07:56:00.219Z,807F37DE,Poland,United Kingdom,DATA EXPIRED,Polish,Poland,Female,DATA EXPIRED
5f59f47623803b027e1803a2,masked_for_anonoymity,APPROVED,2020-09-10T09:40:13.683Z,2020-09-10T10:23:55.575Z,2621.892,39,209,4,98,2020-09-11T07:56:02.636Z,807F37DE,Spain,United Kingdom,DATA EXPIRED,Spanish,Spain,Male,DATA EXPIRED
5f59f47a668111026d45bd14,masked_for_anonoymity,TIMED-OUT,2020-09-10T09:40:17.242Z,,34312868.566938,58,426,1,100,,"",Jamaica,United Kingdom,DATA EXPIRED,English,United Kingdom,Female,DATA EXPIRED
5f59f48413f9ca0215e1fd53,masked_for_anonoymity,RETURNED,2020-09-10T09:40:22.955Z,,34312862.880856,43,103,0,100,,"",CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
5f59f48a7b27850270fa5119,masked_for_anonoymity,RETURNED,2020-09-10T09:40:28.921Z,,34312856.933149,38,449,9,96,,"",CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
5f59f48b84c0b10272a14223,masked_for_anonoymity,APPROVED,2020-09-10T09:40:31.402Z,2020-09-10T10:10:36.471Z,1805.069,49,233,3,99,2020-09-11T07:56:04.922Z,807F37DE,Australia,United Kingdom,DATA EXPIRED,Russian,Australia,Female,DATA EXPIRED
5f59f4b884b3360276b5779b,masked_for_anonoymity,APPROVED,2020-09-10T09:41:14.753Z,2020-09-10T10:13:48.379Z,1953.626,37,182,3,99,2020-09-11T07:56:07.092Z,807F37DE,United Kingdom,United Kingdom,Full-Time,English,United Kingdom,Female,DATA EXPIRED
5f59f4bebe18670270adf825,masked_for_anonoymity,APPROVED,2020-09-10T09:41:23.253Z,2020-09-10T10:02:51.043Z,1287.79,39,185,9,90,2020-09-11T07:56:09.472Z,807F37DE,South Africa,United Kingdom,Full-Time,English,United Kingdom,Female,No
5f59f4cce9bf7a02158ad04d,masked_for_anonoymity,RETURNED,2020-09-10T09:41:35.269Z,,34312790.664901,29,36,0,100,,"",CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
5f59f4d54232dd026f7d8b7a,masked_for_anonoymity,APPROVED,2020-09-10T09:41:44.651Z,2020-09-10T09:59:09.922Z,1045.271,23,275,3,99,2020-09-11T07:56:11.843Z,807F37DE,United Kingdom,United Kingdom,DATA EXPIRED,English,United Kingdom,Female,Yes
5f59f4e661e51002cd2167f5,masked_for_anonoymity,APPROVED,2020-09-10T09:42:01.429Z,2020-09-10T10:08:09.390Z,1567.961,60,251,2,99,2020-09-11T07:56:13.891Z,807F37DE,United Kingdom,United Kingdom,DATA EXPIRED,English,United Kingdom,Female,DATA EXPIRED
5f59f4e6fbf1060270f0d4cb,masked_for_anonoymity,TIMED-OUT,2020-09-10T09:41:58.529Z,,34312767.462382,,10,3,89,,"",DATA EXPIRED,DATA EXPIRED,DATA EXPIRED,DATA EXPIRED,DATA EXPIRED,DATA EXPIRED,DATA EXPIRED
5f59f4e984c0b1021fcfe2e4,masked_for_anonoymity,TIMED-OUT,2020-09-10T09:42:04.751Z,,34312761.28771,49,105,0,100,,"",Latvia,United Kingdom,DATA EXPIRED,Latvian,United Kingdom,Female,DATA EXPIRED
5f59f4ea67e28b02259b85e5,masked_for_anonoymity,APPROVED,2020-09-10T09:42:06.481Z,2020-09-10T10:23:58.069Z,2511.588,29,154,0,100,2020-09-11T07:56:16.132Z,807F37DE,Croatia,United Kingdom,DATA EXPIRED,Croatian,Croatia,Female,DATA EXPIRED
5f59f4eec81d36021d4cea7a,masked_for_anonoymity,TIMED-OUT,2020-09-10T09:42:08.966Z,,34312757.12672,22,12,1,98,,"",United Kingdom,United Kingdom,DATA EXPIRED,English,United Kingdom,Female,DATA EXPIRED
5f59f4f46943f002d1ab302b,masked_for_anonoymity,APPROVED,2020-09-10T09:43:27.748Z,2020-09-10T10:03:24.231Z,1196.483,37,45,0,100,2020-09-11T07:56:18.506Z,807F37DE,United Kingdom,United Kingdom,DATA EXPIRED,English,United Kingdom,Female,DATA EXPIRED
5f59f4f82a36a4021d41f889,masked_for_anonoymity,APPROVED,2020-09-10T09:42:16.821Z,2020-09-10T10:08:33.933Z,1577.112,35,472,1,100,2020-09-11T07:56:20.639Z,807F37DE,Italy,United Kingdom,DATA EXPIRED,Italian,Italy,Female,DATA EXPIRED
5f59f4fb5d354102c085f3d5,masked_for_anonoymity,APPROVED,2020-09-10T09:42:27.182Z,2020-09-10T09:58:00.726Z,933.544,34,11,1,90,2020-09-11T07:56:22.636Z,807F37DE,United Kingdom,United Kingdom,DATA EXPIRED,English,United Kingdom,Female,DATA EXPIRED
5f59f4fee610d90278de8587,masked_for_anonoymity,APPROVED,2020-09-10T09:42:26.103Z,2020-09-10T10:17:16.966Z,2090.863,,38,4,91,2020-09-11T07:56:24.752Z,807F37DE,DATA EXPIRED,DATA EXPIRED,DATA EXPIRED,DATA EXPIRED,DATA EXPIRED,DATA EXPIRED,DATA EXPIRED
5f59f50033097f02c60b238b,masked_for_anonoymity,TIMED-OUT,2020-09-10T09:42:30.799Z,,34312735.440593,31,85,1,100,,"",United Kingdom,United Kingdom,Part-Time,English,United Kingdom,Female,No
5f59f501316470026f86c3a3,masked_for_anonoymity,APPROVED,2020-09-10T09:42:30.220Z,2020-09-10T10:14:23.149Z,1912.929,32,19,0,100,2020-09-11T07:56:26.813Z,807F37DE,United Kingdom,United Kingdom,DATA EXPIRED,English,United Kingdom,Female,DATA EXPIRED
5f59f50c691025026a39dfa3,masked_for_anonoymity,TIMED-OUT,2020-09-10T09:42:44.992Z,,34312721.295314,33,41,0,100,,"",United Kingdom,United Kingdom,DATA EXPIRED,English,United Kingdom,Female,DATA EXPIRED
5f59f5178b72aa026f1656a3,masked_for_anonoymity,APPROVED,2020-09-10T09:43:55.545Z,2020-09-10T10:05:09.038Z,1273.493,47,363,11,96,2020-09-11T07:56:29.142Z,807F37DE,United Kingdom,United Kingdom,DATA EXPIRED,English,United Kingdom,Male,DATA EXPIRED
5f59f537547cf602c6cc4def,masked_for_anonoymity,RETURNED,2020-09-10T09:43:21.158Z,,34312685.165543,22,20,1,97,,"",CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
5f59f53926f9000214f6568d,masked_for_anonoymity,APPROVED,2020-09-10T09:43:25.532Z,2020-09-10T10:01:49.387Z,1103.855,45,1,0,100,2020-09-11T07:56:31.556Z,807F37DE,Philippines,United Kingdom,DATA EXPIRED,Tagalog-Filipino,Philippines,Female,DATA EXPIRED
5f59f5407790910271916a95,masked_for_anonoymity,APPROVED,2020-09-10T09:43:31.931Z,2020-09-10T09:58:21.398Z,889.467,24,568,0,100,2020-09-11T07:56:33.720Z,807F37DE,United Kingdom,United Kingdom,Full-Time,English,United Kingdom,Female,No
5f59f5515c1c2002e7a05d8d,masked_for_anonoymity,RETURNED,2020-09-10T09:43:54.759Z,,34312651.638932,41,51,3,97,,"",CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
5f59f55547755902d700e9a5,masked_for_anonoymity,APPROVED,2020-09-10T09:43:53.862Z,2020-09-10T10:17:02.265Z,1988.403,40,373,0,100,2020-09-11T07:56:36.045Z,807F37DE,United Kingdom,United Kingdom,Part-Time,English,United Kingdom,Female,DATA EXPIRED
5f59f562cba710023b831780,masked_for_anonoymity,APPROVED,2020-09-10T09:44:08.483Z,2020-09-10T10:20:25.778Z,2177.295,72,291,0,100,2020-09-11T07:56:38.414Z,807F37DE,United Kingdom,United Kingdom,Part-Time,English,United Kingdom,Male,No
5f59f56355ee7f02467f78c1,masked_for_anonoymity,APPROVED,2020-09-10T09:44:03.352Z,2020-09-10T10:02:54.495Z,1131.143,27,54,0,100,2020-09-11T07:56:40.083Z,807F37DE,Lithuania,United Kingdom,DATA EXPIRED,Lithuanian,Lithuania,Female,DATA EXPIRED
5f59f5975ec08002702f2f60,masked_for_anonoymity,RETURNED,2020-09-10T09:44:59.490Z,,34312587.001422,21,33,0,100,,"",CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
5f59f5cea6fc8602d4c334a3,masked_for_anonoymity,TIMED-OUT,2020-09-10T09:45:53.555Z,,34312532.957672,29,229,2,100,,"",Latvia,United Kingdom,Full-Time,Latvian,Latvia,Female,No
5f59f64935193602b8a2ee7b,masked_for_anonoymity,RETURNED,2020-09-10T09:49:02.046Z,,34312344.492171,42,807,1,100,,"",CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
5f59f671ce878702ca1b07ff,masked_for_anonoymity,APPROVED,2020-09-10T09:49:20.523Z,2020-09-10T10:21:36.119Z,1935.596,34,369,0,100,2020-09-11T07:56:42.310Z,807F37DE,United Kingdom,United Kingdom,DATA EXPIRED,English,United Kingdom,Female,No
5f59f8c7683e3002c8896c5e,masked_for_anonoymity,TIMED-OUT,2020-09-10T09:58:34.581Z,,34311772.003244,25,31,1,99,,"",France,United Kingdom,DATA EXPIRED,French,France,Male,DATA EXPIRED
5f59f9ba8b9d70027308be5c,masked_for_anonoymity,APPROVED,2020-09-10T10:02:54.049Z,2020-09-10T10:34:35.518Z,1901.469,,110,3,97,2020-09-11T07:56:44.424Z,807F37DE,DATA EXPIRED,DATA EXPIRED,DATA EXPIRED,DATA EXPIRED,DATA EXPIRED,DATA EXPIRED,DATA EXPIRED
5f59fe47857807036e76bb9e,masked_for_anonoymity,APPROVED,2020-09-10T10:22:05.118Z,2020-09-10T10:50:32.275Z,1707.157,38,200,1,100,2020-09-11T07:56:46.641Z,807F37DE,United Kingdom,United Kingdom,DATA EXPIRED,English,United Kingdom,Female,DATA EXPIRED
5f5a003071abb2034fa90afc,masked_for_anonoymity,APPROVED,2020-09-10T10:30:14.079Z,2020-09-10T11:12:11.021Z,2516.942,54,426,5,99,2020-09-11T07:56:48.734Z,807F37DE,United Kingdom,United Kingdom,Full-Time,English,United Kingdom,Male,No
5f5a00365c1c2003f029e129,masked_for_anonoymity,RETURNED,2020-09-10T10:30:14.578Z,,34309872.102737,32,330,1,100,,"",CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
5f5a003684c0b103847c7839,masked_for_anonoymity,RETURNED,2020-09-10T10:40:14.175Z,,34309272.528038,39,440,4,99,,"",CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
5f5a003861200803d47e0275,masked_for_anonoymity,APPROVED,2020-09-10T10:30:41.855Z,2020-09-10T10:49:26.269Z,1124.414,21,305,4,99,2020-09-11T07:56:50.977Z,807F37DE,United Kingdom,United Kingdom,Other,English,United Kingdom,Female,Yes
5f5a003a4e9b7703ea74b688,masked_for_anonoymity,APPROVED,2020-09-10T10:30:23.594Z,2020-09-10T11:12:19.388Z,2515.794,28,112,0,100,2020-09-11T07:56:52.716Z,807F37DE,United Kingdom,United Kingdom,DATA EXPIRED,English,United Kingdom,Female,DATA EXPIRED
5f5a003b55ee7f032ff1afa6,masked_for_anonoymity,APPROVED,2020-09-10T10:30:19.021Z,2020-09-10T15:30:56.418Z,18037.397,27,519,5,100,2020-09-10T15:30:59.097Z,Manual Completion,United Kingdom,United Kingdom,Part-Time,English,United Kingdom,Male,No
5f5a003ea6d2af037591c2b8,masked_for_anonoymity,APPROVED,2020-09-10T10:30:22.900Z,2020-09-10T11:00:52.372Z,1829.472,46,205,2,100,2020-09-11T07:56:55Z,807F37DE,United Kingdom,United Kingdom,Part-Time,English,United Kingdom,Female,No
5f5a003f1c93d203946af0ac,masked_for_anonoymity,APPROVED,2020-09-10T10:30:26.625Z,2020-09-10T11:08:46.923Z,2300.298,19,16,0,100,2020-09-11T07:56:57.171Z,807F37DE,United Kingdom,United Kingdom,DATA EXPIRED,English,United Kingdom,Female,DATA EXPIRED
5f5a0040a6d2af037591c2b9,masked_for_anonoymity,APPROVED,2020-09-10T10:30:27.742Z,2020-09-10T10:49:39.165Z,1151.423,46,203,1,100,2020-09-11T07:56:59.210Z,807F37DE,United Kingdom,United Kingdom,DATA EXPIRED,English,United Kingdom,Female,No
5f5a004e789384037b21165b,masked_for_anonoymity,APPROVED,2020-09-10T10:30:42.613Z,2020-09-10T10:55:53.498Z,1510.885,51,272,2,100,2020-09-11T07:57:01.416Z,807F37DE,Italy,United Kingdom,Full-Time,Italian,Italy,Female,No
5f5a01befb59c303874852b4,masked_for_anonoymity,APPROVED,2020-09-10T10:36:53.225Z,2020-09-10T11:14:48.648Z,2275.423,33,226,1,100,2020-09-11T07:57:03.672Z,807F37DE,DATA EXPIRED,United Kingdom,DATA EXPIRED,DATA EXPIRED,DATA EXPIRED,DATA EXPIRED,DATA EXPIRED
5f5a03b66943f003da62073f,masked_for_anonoymity,RETURNED,2020-09-10T10:47:41.465Z,,34308825.433429,21,97,0,100,,"",CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
5f5a056854e29c043169a3b6,masked_for_anonoymity,APPROVED,2020-09-10T10:52:24.350Z,2020-09-10T11:18:21.711Z,1557.361,41,133,0,100,2020-09-11T07:57:05.386Z,807F37DE,United Kingdom,United Kingdom,DATA EXPIRED,English,United Kingdom,Male,DATA EXPIRED
5f5a0ac0ae15610438b809ac,masked_for_anonoymity,APPROVED,2020-09-10T11:15:12.592Z,2020-09-10T11:39:25.279Z,1452.687,33,583,3,100,2020-09-11T07:57:07.730Z,807F37DE,Singapore,United Kingdom,Full-Time,English,Singapore,Female,No
5f5a4cb36352f00caf4b0570,masked_for_anonoymity,RETURNED,2020-09-10T15:56:35.416Z,,34290291.54237,24,7,0,100,,"",CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
5f5a4cb75c73a30d5c03585c,masked_for_anonoymity,APPROVED,2020-09-10T15:56:48.834Z,2020-09-10T16:28:19.410Z,1890.576,27,165,2,100,2020-09-11T07:57:09.855Z,807F37DE,Brazil,United Kingdom,Full-Time,Portuguese,Brazil,Female,DATA EXPIRED
5f5a4cb84e9b770ca405b0de,masked_for_anonoymity,RETURNED,2020-09-10T15:56:46.459Z,,34290280.558655,49,418,3,100,,"",CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
5f5a4cb9ce87870ccc0380bb,masked_for_anonoymity,RETURNED,2020-09-10T15:56:44.136Z,,34290282.90576,22,79,4,93,,"",CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
5f5a4cba7b31430d0bfd5776,masked_for_anonoymity,TIMED-OUT,2020-09-10T15:56:50.676Z,,34290276.388684,28,34,0,100,,"",United Kingdom,United Kingdom,DATA EXPIRED,English,United Kingdom,Male,DATA EXPIRED
5f5a4cbaf7a89a0cf4f8e4ed,masked_for_anonoymity,APPROVED,2020-09-10T15:56:44.158Z,2020-09-10T16:14:21.563Z,1057.405,,95,6,89,2020-09-11T07:57:12.042Z,807F37DE,DATA EXPIRED,DATA EXPIRED,DATA EXPIRED,DATA EXPIRED,DATA EXPIRED,DATA EXPIRED,DATA EXPIRED
5f5a4cbb3a6dba0c94f16272,masked_for_anonoymity,APPROVED,2020-09-10T15:56:43.867Z,2020-09-10T16:36:45.985Z,2402.118,21,486,0,100,2020-09-11T07:57:14.318Z,807F37DE,United Kingdom,United Kingdom,Unemployed (and job seeking),English,United Kingdom,Female,Yes
5f5a4cbb3c24090d68f08cfa,masked_for_anonoymity,APPROVED,2020-09-10T15:56:51.868Z,2020-09-10T16:11:38.215Z,886.347,22,247,1,100,2020-09-11T07:57:16.466Z,807F37DE,United Kingdom,United Kingdom,DATA EXPIRED,Bulgarian,United Kingdom,Female,DATA EXPIRED
5f5a4cbb8e2b660d1a5f14af,masked_for_anonoymity,APPROVED,2020-09-10T15:56:47.557Z,2020-09-10T16:20:25.164Z,1417.607,36,173,0,100,2020-09-11T07:57:19.038Z,807F37DE,United Kingdom,United Kingdom,DATA EXPIRED,English,United Kingdom,Female,DATA EXPIRED
5f5a4cbc4f16610d01fa4710,masked_for_anonoymity,APPROVED,2020-09-10T15:56:44.378Z,2020-09-10T16:19:20.452Z,1356.074,39,137,0,100,2020-09-11T07:57:21.274Z,807F37DE,United Kingdom,United Kingdom,DATA EXPIRED,English,United Kingdom,Male,DATA EXPIRED
5f5a4cbd3a6dba0cefe014ac,masked_for_anonoymity,APPROVED,2020-09-10T15:56:45.052Z,2020-09-10T16:34:28.119Z,2263.067,32,273,0,100,2020-09-11T07:57:23.419Z,807F37DE,United Kingdom,United Kingdom,DATA EXPIRED,English,United Kingdom,Female,DATA EXPIRED
5f5a4cbdc734440d4e974966,masked_for_anonoymity,APPROVED,2020-09-10T15:56:53.934Z,2020-09-10T16:16:26.948Z,1173.014,32,158,0,100,2020-09-11T07:57:25.630Z,807F37DE,United Kingdom,United Kingdom,DATA EXPIRED,English,United Kingdom,Male,DATA EXPIRED
5f5a4cbe5259ed0d542ad4b8,masked_for_anonoymity,APPROVED,2020-09-10T15:56:46.320Z,2020-09-10T16:30:34.824Z,2028.504,31,118,0,100,2020-09-11T07:57:27.837Z,807F37DE,United Kingdom,United Kingdom,DATA EXPIRED,English,United Kingdom,Male,DATA EXPIRED
5f5a4cbe9f8bd90d1e808470,masked_for_anonoymity,APPROVED,2020-09-10T15:56:45.958Z,2020-09-10T16:28:36.975Z,1911.017,47,527,2,100,2020-09-11T07:57:29.594Z,807F37DE,United Kingdom,United Kingdom,Full-Time,English,United Kingdom,Male,No
5f5a4cbf683e300d9243b2c2,masked_for_anonoymity,RETURNED,2020-09-10T15:56:47.469Z,,34290279.839234,27,160,3,98,,"",CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
5f5a4cbf8901d80c6dbff594,masked_for_anonoymity,TIMED-OUT,2020-09-10T15:56:52.645Z,,34290274.687634,26,182,1,100,,"",United Kingdom,United Kingdom,DATA EXPIRED,English,United Kingdom,Male,DATA EXPIRED
5f5a4cbfbacc020c9e9265f5,masked_for_anonoymity,RETURNED,2020-09-10T16:06:47.070Z,,34289680.284745,53,534,8,98,,"",CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
5f5a4cc276a9510d027ee2f2,masked_for_anonoymity,APPROVED,2020-09-10T15:57:00.282Z,2020-09-10T16:39:50.486Z,2570.204,,368,1,100,2020-09-11T07:57:31.867Z,NOCODE,DATA EXPIRED,DATA EXPIRED,DATA EXPIRED,DATA EXPIRED,DATA EXPIRED,DATA EXPIRED,DATA EXPIRED
5f5a4cc3bacc020c46b2976c,masked_for_anonoymity,RETURNED,2020-09-10T15:57:08.459Z,,34290258.942647,27,433,2,100,,"",CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
5f5a4cc44775590cba75a63a,masked_for_anonoymity,APPROVED,2020-09-10T15:56:51.994Z,2020-09-10T16:17:42.647Z,1250.653,43,703,0,100,2020-09-11T07:57:33.903Z,807F37DE,United Kingdom,United Kingdom,DATA EXPIRED,English,United Kingdom,Female,No
5f5a4cca8b72aa0cba4bf40d,masked_for_anonoymity,RETURNED,2020-09-10T15:56:58.468Z,,34290268.976128,20,118,3,97,,"",CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
